body,meeting_date,source_url,local_pdf,local_txt,extraction_method,text_quality,status,notes
select_board,2021-10-04,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-10-04-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-09-22,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-09-22-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-09-08,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-09-08-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-09-01,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-09-01-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-08-25,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-08-25-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-08-20,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-08-20-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-08-05,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-08-05-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-07-28,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-07-28-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-07-23,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-07-23-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-07-14,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-07-14-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-06-29,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-06-29-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-06-23,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-06-23-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-06-09,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-06-09-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-05-26,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-05-26-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-05-17,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-05-17-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-05-12,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-05-12-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-05-07,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-05-07-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-05-03,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-05-03-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-04-30,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-04-30-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-04-28,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-04-28-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-04-22,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-04-22-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-04-20,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-04-20-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-04-14,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-04-14-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-04-07,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-04-07-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-03-31,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-03-31-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-03-24,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-03-24-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-03-10,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-03-10-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-02-24,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-02-24-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-02-12,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-02-12-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-01-27,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-01-27-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-01-21,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-01-21-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-01-13,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-01-13-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2021-01-05,https://marbleheadma.gov/wp-content/uploads/2025/12/2021-01-05-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-12-09,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-12-09-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-12-01,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-12-01-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-11-23,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-11-23-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-11-18,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-11-18-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-11-10,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-11-10-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-11-04,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-11-04-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-10-28,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-10-28-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-10-17,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-10-17-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-10-14,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-10-14-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-10-13,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-10-13-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-10-08,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-10-08-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-10-01,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-10-01-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-09-23,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-09-23-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-09-15,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-09-15-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-09-02,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-09-02-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-08-26,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-08-26-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-08-12,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-08-12-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-08-06,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-08-06-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-07-22,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-07-22-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-07-16,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-07-16-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-07-09,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-07-09-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-07-08,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-07-08-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-06-29,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-06-29-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-06-26,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-06-26-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-06-24,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-06-24-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-06-22,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-06-22-Select-Board-Minutes-Warrant-Hearing.pdf,,,none,,pending,
select_board,2020-06-18,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-06-18-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-06-17,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-06-17-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-06-15,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-06-15-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-06-11,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-06-11-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-06-10,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-06-10-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-05-21,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-05-21-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-05-14,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-05-14-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-05-13,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-05-13-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-05-04,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-05-04-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-04-22,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-04-22-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-04-07,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-04-07-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-03-26,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-03-26-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-03-23,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-03-23-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-03-17,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-03-17-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-03-11,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-03-11-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-02-12,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-02-12-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-02-03,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-02-03-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2020-01-08,https://marbleheadma.gov/wp-content/uploads/2025/12/2020-01-08-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-12-19,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-12-19-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-12-11,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-12-11-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-11-20,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-11-20-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-11-14,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-11-14-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-10-30,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-10-30-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-10-16,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-10-16-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-10-03,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-10-03-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-09-25,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-09-25-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-09-18,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-09-18-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-09-11,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-09-11-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-09-03,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-09-03-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-08-21,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-08-21-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-07-24,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-07-24-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-07-22,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-07-22-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-06-26,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-06-26-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-06-24,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-06-24-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-06-12,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-06-12-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-06-04,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-06-04-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-05-15,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-05-15-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-05-13,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-05-13-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-05-07,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-05-07-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-05-06,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-05-06-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-05-01,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-05-01-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-04-24,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-04-24-Select-Board-Minutes.pdf,,,none,,pending,
select_board,2019-04-10,https://marbleheadma.gov/wp-content/uploads/2025/12/2019-04-10-Select-Board-Minutes.pdf,,,none,,pending,
